Time,X(CH1),
Second,Volt,
-7.2870418e-05,-5.00000e-02,
-7.2860421e-05,-5.00000e-02,
-7.2850424e-05,-5.00000e-02,
-7.2840427e-05,-5.00000e-02,
-7.2830429e-05,-5.00000e-02,
-7.2820432e-05,-5.00000e-02,
-7.2810435e-05,-5.00000e-02,
-7.2800438e-05,-5.00000e-02,
-7.2790441e-05,-5.00000e-02,
-7.2780444e-05,-5.00000e-02,
-7.2770446e-05,-5.00000e-02,
-7.2760449e-05,-5.00000e-02,
-7.2750452e-05,-5.00000e-02,
-7.2740455e-05,-5.00000e-02,
-7.2730458e-05,-5.00000e-02,
-7.2720461e-05,-5.00000e-02,
-7.2710463e-05,-5.00000e-02,
-7.2700466e-05,-5.00000e-02,
-7.2690469e-05,-5.00000e-02,
-7.2680472e-05,-5.00000e-02,
-7.2670475e-05,-5.00000e-02,
-7.2660478e-05,-5.00000e-02,
-7.2650480e-05,-5.00000e-02,
-7.2640483e-05,-5.00000e-02,
-7.2630486e-05,-5.00000e-02,
-7.2620489e-05,-5.00000e-02,
-7.2610492e-05,-5.00000e-02,
-7.2600495e-05,-5.00000e-02,
-7.2590497e-05,-5.00000e-02,
-7.2580500e-05,-5.00000e-02,
-7.2570503e-05,-5.00000e-02,
-7.2560506e-05,-5.00000e-02,
-7.2550509e-05,-5.00000e-02,
-7.2540512e-05,-5.00000e-02,
-7.2530514e-05,-5.00000e-02,
-7.2520517e-05,-5.00000e-02,
-7.2510520e-05,-5.00000e-02,
-7.2500523e-05,-5.00000e-02,
-7.2490526e-05,-5.00000e-02,
-7.2480529e-05,-5.00000e-02,
-7.2470531e-05,-5.00000e-02,
-7.2460534e-05,-5.00000e-02,
-7.2450537e-05,-5.00000e-02,
-7.2440540e-05,-5.00000e-02,
-7.2430543e-05,-5.00000e-02,
-7.2420546e-05,-5.00000e-02,
-7.2410548e-05,-5.00000e-02,
-7.2400551e-05,-5.00000e-02,
-7.2390554e-05,-5.00000e-02,
-7.2380557e-05,-5.00000e-02,
-7.2370560e-05,-5.00000e-02,
-7.2360563e-05,-5.00000e-02,
-7.2350565e-05,-5.00000e-02,
-7.2340568e-05,-5.00000e-02,
-7.2330571e-05,-5.00000e-02,
-7.2320574e-05,-5.00000e-02,
-7.2310577e-05,-5.00000e-02,
-7.2300580e-05,-5.00000e-02,
-7.2290582e-05,-5.00000e-02,
-7.2280585e-05,-5.00000e-02,
-7.2270588e-05,-5.00000e-02,
-7.2260591e-05,-5.00000e-02,
-7.2250594e-05,-5.00000e-02,
-7.2240597e-05,-5.00000e-02,
-7.2230599e-05,-5.00000e-02,
-7.2220602e-05,-5.00000e-02,
-7.2210605e-05,-5.00000e-02,
-7.2200608e-05,-5.00000e-02,
-7.2190611e-05,-5.00000e-02,
-7.2180614e-05,-5.00000e-02,
-7.2170616e-05,-5.00000e-02,
-7.2160619e-05,-5.00000e-02,
-7.2150622e-05,-5.00000e-02,
-7.2140625e-05,-5.00000e-02,
-7.2130628e-05,-5.00000e-02,
-7.2120631e-05,-5.00000e-02,
-7.2110633e-05,-5.00000e-02,
-7.2100636e-05,-5.00000e-02,
-7.2090639e-05,-5.00000e-02,
-7.2080642e-05,-5.00000e-02,
-7.2070645e-05,-5.00000e-02,
-7.2060648e-05,-5.00000e-02,
-7.2050650e-05,-5.00000e-02,
-7.2040653e-05,-5.00000e-02,
-7.2030656e-05,-5.00000e-02,
-7.2020659e-05,-5.00000e-02,
-7.2010662e-05,-5.00000e-02,
-7.2000665e-05,-5.00000e-02,
-7.1990667e-05,-5.00000e-02,
-7.1980670e-05,-5.00000e-02,
-7.1970673e-05,-5.00000e-02,
-7.1960676e-05,-5.00000e-02,
-7.1950679e-05,-5.00000e-02,
-7.1940682e-05,-5.00000e-02,
-7.1930684e-05,-5.00000e-02,
-7.1920687e-05,-5.00000e-02,
-7.1910690e-05,-5.00000e-02,
-7.1900693e-05,-5.00000e-02,
-7.1890696e-05,-5.00000e-02,
-7.1880699e-05,-5.00000e-02,
-7.1870702e-05,-5.00000e-02,
-7.1860704e-05,-5.00000e-02,
-7.1850707e-05,-5.00000e-02,
-7.1840710e-05,-5.00000e-02,
-7.1830713e-05,-5.00000e-02,
-7.1820716e-05,-5.00000e-02,
-7.1810719e-05,-5.00000e-02,
-7.1800721e-05,-5.00000e-02,
-7.1790724e-05,-5.00000e-02,
-7.1780727e-05,-5.00000e-02,
-7.1770730e-05,-5.00000e-02,
-7.1760733e-05,-5.00000e-02,
-7.1750736e-05,-5.00000e-02,
-7.1740738e-05,-5.00000e-02,
-7.1730741e-05,-5.00000e-02,
-7.1720744e-05,-5.00000e-02,
-7.1710747e-05,-5.00000e-02,
-7.1700750e-05,-5.00000e-02,
-7.1690753e-05,-5.00000e-02,
-7.1680755e-05,-5.00000e-02,
-7.1670758e-05,-5.00000e-02,
-7.1660761e-05,-5.00000e-02,
-7.1650764e-05,-5.00000e-02,
-7.1640767e-05,-5.00000e-02,
-7.1630770e-05,-5.00000e-02,
-7.1620772e-05,-5.00000e-02,
-7.1610775e-05,-5.00000e-02,
-7.1600778e-05,-5.00000e-02,
-7.1590781e-05,-5.00000e-02,
-7.1580784e-05,-5.00000e-02,
-7.1570787e-05,-5.00000e-02,
-7.1560789e-05,-5.00000e-02,
-7.1550792e-05,-5.00000e-02,
-7.1540795e-05,-5.00000e-02,
-7.1530798e-05,-5.00000e-02,
-7.1520801e-05,-5.00000e-02,
-7.1510804e-05,-5.00000e-02,
-7.1500806e-05,-5.00000e-02,
-7.1490809e-05,-5.00000e-02,
-7.1480812e-05,-5.00000e-02,
-7.1470815e-05,-5.00000e-02,
-7.1460818e-05,-5.00000e-02,
-7.1450821e-05,-5.00000e-02,
-7.1440823e-05,-5.00000e-02,
-7.1430826e-05,-5.00000e-02,
-7.1420829e-05,-5.00000e-02,
-7.1410832e-05,-5.00000e-02,
-7.1400835e-05,-5.00000e-02,
-7.1390838e-05,-5.00000e-02,
-7.1380840e-05,-5.00000e-02,
-7.1370843e-05,-5.00000e-02,
-7.1360846e-05,-5.00000e-02,
-7.1350849e-05,-5.00000e-02,
-7.1340852e-05,-5.00000e-02,
-7.1330855e-05,-5.00000e-02,
-7.1320857e-05,-5.00000e-02,
-7.1310860e-05,-5.00000e-02,
-7.1300863e-05,-5.00000e-02,
-7.1290866e-05,-5.00000e-02,
-7.1280869e-05,-5.00000e-02,
-7.1270872e-05,-5.00000e-02,
-7.1260874e-05,-5.00000e-02,
-7.1250877e-05,-5.00000e-02,
-7.1240880e-05,-5.00000e-02,
-7.1230883e-05,-5.00000e-02,
-7.1220886e-05,-5.00000e-02,
-7.1210889e-05,-5.00000e-02,
-7.1200891e-05,-5.00000e-02,
-7.1190894e-05,-5.00000e-02,
-7.1180897e-05,-5.00000e-02,
-7.1170900e-05,-5.00000e-02,
-7.1160903e-05,-5.00000e-02,
-7.1150906e-05,-5.00000e-02,
-7.1140908e-05,-5.00000e-02,
-7.1130911e-05,-5.00000e-02,
-7.1120914e-05,-5.00000e-02,
-7.1110917e-05,-5.00000e-02,
-7.1100920e-05,-5.00000e-02,
-7.1090923e-05,-5.00000e-02,
-7.1080925e-05,-5.00000e-02,
-7.1070928e-05,-5.00000e-02,
-7.1060931e-05,-5.00000e-02,
-7.1050934e-05,-5.00000e-02,
-7.1040937e-05,-5.00000e-02,
-7.1030940e-05,-5.00000e-02,
-7.1020942e-05,-5.00000e-02,
-7.1010945e-05,-5.00000e-02,
-7.1000948e-05,-5.00000e-02,
-7.0990951e-05,-5.00000e-02,
-7.0980954e-05,-5.00000e-02,
-7.0970957e-05,-5.00000e-02,
-7.0960959e-05,-5.00000e-02,
-7.0950962e-05,-5.00000e-02,
-7.0940965e-05,-5.00000e-02,
-7.0930968e-05,-5.00000e-02,
-7.0920971e-05,-5.00000e-02,
-7.0910974e-05,-5.00000e-02,
-7.0900976e-05,-5.00000e-02,
-7.0890979e-05,-5.00000e-02,
-7.0880982e-05,-5.00000e-02,
-7.0870985e-05,-5.00000e-02,
-7.0860988e-05,-5.00000e-02,
-7.0850991e-05,-5.00000e-02,
-7.0840993e-05,-5.00000e-02,
-7.0830996e-05,-5.00000e-02,
-7.0820999e-05,-5.00000e-02,
-7.0811002e-05,-5.00000e-02,
-7.0801005e-05,-5.00000e-02,
-7.0791008e-05,-5.00000e-02,
-7.0781010e-05,-5.00000e-02,
-7.0771013e-05,-5.00000e-02,
-7.0761016e-05,-5.00000e-02,
-7.0751019e-05,-5.00000e-02,
-7.0741022e-05,-5.00000e-02,
-7.0731025e-05,-5.00000e-02,
-7.0721027e-05,-5.00000e-02,
-7.0711030e-05,-5.00000e-02,
-7.0701033e-05,-5.00000e-02,
-7.0691036e-05,-5.00000e-02,
-7.0681039e-05,-5.00000e-02,
-7.0671042e-05,-5.00000e-02,
-7.0661044e-05,-5.00000e-02,
-7.0651047e-05,-5.00000e-02,
-7.0641050e-05,-5.00000e-02,
-7.0631053e-05,-5.00000e-02,
-7.0621056e-05,-5.00000e-02,
-7.0611059e-05,-5.00000e-02,
-7.0601061e-05,-5.00000e-02,
-7.0591064e-05,-5.00000e-02,
-7.0581067e-05,-5.00000e-02,
-7.0571070e-05,-5.00000e-02,
-7.0561073e-05,-5.00000e-02,
-7.0551076e-05,-5.00000e-02,
-7.0541078e-05,-5.00000e-02,
-7.0531081e-05,-5.00000e-02,
-7.0521084e-05,-5.00000e-02,
-7.0511087e-05,-5.00000e-02,
-7.0501090e-05,-5.00000e-02,
-7.0491093e-05,-5.00000e-02,
-7.0481095e-05,-5.00000e-02,
-7.0471098e-05,-5.00000e-02,
-7.0461101e-05,-5.00000e-02,
-7.0451104e-05,-5.00000e-02,
-7.0441107e-05,-5.00000e-02,
-7.0431110e-05,-5.00000e-02,
-7.0421112e-05,-5.00000e-02,
-7.0411115e-05,-5.00000e-02,
-7.0401118e-05,-5.00000e-02,
-7.0391121e-05,-5.00000e-02,
-7.0381124e-05,-5.00000e-02,
-7.0371127e-05,-5.00000e-02,
-7.0361129e-05,-5.00000e-02,
-7.0351132e-05,-5.00000e-02,
-7.0341135e-05,-5.00000e-02,
-7.0331138e-05,-5.00000e-02,
-7.0321141e-05,-5.00000e-02,
-7.0311144e-05,-5.00000e-02,
-7.0301146e-05,-5.00000e-02,
-7.0291149e-05,-5.00000e-02,
-7.0281152e-05,-5.00000e-02,
-7.0271155e-05,-5.00000e-02,
-7.0261158e-05,-5.00000e-02,
-7.0251161e-05,-5.00000e-02,
-7.0241163e-05,-5.00000e-02,
-7.0231166e-05,-5.00000e-02,
-7.0221169e-05,-5.00000e-02,
-7.0211172e-05,-5.00000e-02,
-7.0201175e-05,-5.00000e-02,
-7.0191178e-05,-5.00000e-02,
-7.0181180e-05,-5.00000e-02,
-7.0171183e-05,-5.00000e-02,
-7.0161186e-05,-5.00000e-02,
-7.0151189e-05,-5.00000e-02,
-7.0141192e-05,-5.00000e-02,
-7.0131195e-05,-5.00000e-02,
-7.0121197e-05,-5.00000e-02,
-7.0111200e-05,-5.00000e-02,
-7.0101203e-05,-5.00000e-02,
-7.0091206e-05,-5.00000e-02,
-7.0081209e-05,-5.00000e-02,
-7.0071212e-05,-5.00000e-02,
-7.0061215e-05,-5.00000e-02,
-7.0051217e-05,-5.00000e-02,
-7.0041220e-05,-5.00000e-02,
-7.0031223e-05,-5.00000e-02,
-7.0021226e-05,-5.00000e-02,
-7.0011229e-05,-5.00000e-02,
-7.0001232e-05,-5.00000e-02,
-6.9991234e-05,-5.00000e-02,
-6.9981237e-05,-5.00000e-02,
-6.9971240e-05,-5.00000e-02,
-6.9961243e-05,-5.00000e-02,
-6.9951246e-05,-5.00000e-02,
-6.9941249e-05,-5.00000e-02,
-6.9931251e-05,-5.00000e-02,
-6.9921254e-05,-5.00000e-02,
-6.9911257e-05,-5.00000e-02,
-6.9901260e-05,-5.00000e-02,
-6.9891263e-05,-5.00000e-02,
-6.9881266e-05,-5.00000e-02,
-6.9871268e-05,-5.00000e-02,
-6.9861271e-05,-5.00000e-02,
-6.9851274e-05,-5.00000e-02,
-6.9841277e-05,-5.00000e-02,
-6.9831280e-05,-5.00000e-02,
-6.9821283e-05,-5.00000e-02,
-6.9811285e-05,-5.00000e-02,
-6.9801288e-05,-5.00000e-02,
-6.9791291e-05,-5.00000e-02,
-6.9781294e-05,-5.00000e-02,
-6.9771297e-05,-5.00000e-02,
-6.9761300e-05,-5.00000e-02,
-6.9751302e-05,-5.00000e-02,
-6.9741305e-05,-5.00000e-02,
-6.9731308e-05,-5.00000e-02,
-6.9721311e-05,-5.00000e-02,
-6.9711314e-05,-5.00000e-02,
-6.9701317e-05,-5.00000e-02,
-6.9691319e-05,-5.00000e-02,
-6.9681322e-05,-5.00000e-02,
-6.9671325e-05,-5.00000e-02,
-6.9661328e-05,-5.00000e-02,
-6.9651331e-05,-5.00000e-02,
-6.9641334e-05,-5.00000e-02,
-6.9631336e-05,-5.00000e-02,
-6.9621339e-05,-5.00000e-02,
-6.9611342e-05,-5.00000e-02,
-6.9601345e-05,-5.00000e-02,
-6.9591348e-05,-5.00000e-02,
-6.9581351e-05,-5.00000e-02,
-6.9571353e-05,-5.00000e-02,
-6.9561356e-05,-5.00000e-02,
-6.9551359e-05,-5.00000e-02,
-6.9541362e-05,-5.00000e-02,
-6.9531365e-05,-5.00000e-02,
-6.9521368e-05,-5.00000e-02,
-6.9511370e-05,-5.00000e-02,
-6.9501373e-05,-5.00000e-02,
-6.9491376e-05,-5.00000e-02,
-6.9481379e-05,-5.00000e-02,
-6.9471382e-05,-5.00000e-02,
-6.9461385e-05,-5.00000e-02,
-6.9451387e-05,-5.00000e-02,
-6.9441390e-05,-5.00000e-02,
-6.9431393e-05,-5.00000e-02,
-6.9421396e-05,-5.00000e-02,
-6.9411399e-05,-5.00000e-02,
-6.9401402e-05,-5.00000e-02,
-6.9391404e-05,-5.00000e-02,
-6.9381407e-05,-5.00000e-02,
-6.9371410e-05,-5.00000e-02,
-6.9361413e-05,-5.00000e-02,
-6.9351416e-05,-5.00000e-02,
-6.9341419e-05,-5.00000e-02,
-6.9331421e-05,-5.00000e-02,
-6.9321424e-05,-5.00000e-02,
-6.9311427e-05,-5.00000e-02,
-6.9301430e-05,-5.00000e-02,
-6.9291433e-05,-5.00000e-02,
-6.9281436e-05,-5.00000e-02,
-6.9271438e-05,-5.00000e-02,
-6.9261441e-05,-5.00000e-02,
-6.9251444e-05,-5.00000e-02,
-6.9241447e-05,-5.00000e-02,
-6.9231450e-05,-5.00000e-02,
-6.9221453e-05,-5.00000e-02,
-6.9211455e-05,-5.00000e-02,
-6.9201458e-05,-5.00000e-02,
-6.9191461e-05,-5.00000e-02,
-6.9181464e-05,-5.00000e-02,
-6.9171467e-05,-5.00000e-02,
-6.9161470e-05,-5.00000e-02,
-6.9151472e-05,-5.00000e-02,
-6.9141475e-05,-5.00000e-02,
-6.9131478e-05,-5.00000e-02,
-6.9121481e-05,-5.00000e-02,
-6.9111484e-05,-5.00000e-02,
-6.9101487e-05,-5.00000e-02,
-6.9091489e-05,-5.00000e-02,
-6.9081492e-05,-5.00000e-02,
-6.9071495e-05,-5.00000e-02,
-6.9061498e-05,-5.00000e-02,
-6.9051501e-05,-5.00000e-02,
-6.9041504e-05,-5.00000e-02,
-6.9031506e-05,-5.00000e-02,
-6.9021509e-05,-5.00000e-02,
-6.9011512e-05,-5.00000e-02,
-6.9001515e-05,-5.00000e-02,
-6.8991518e-05,-5.00000e-02,
-6.8981521e-05,-5.00000e-02,
-6.8971523e-05,-5.00000e-02,
-6.8961526e-05,-5.00000e-02,
-6.8951529e-05,-5.00000e-02,
-6.8941532e-05,-5.00000e-02,
-6.8931535e-05,-5.00000e-02,
-6.8921538e-05,-5.00000e-02,
-6.8911540e-05,-5.00000e-02,
-6.8901543e-05,-5.00000e-02,
-6.8891546e-05,-5.00000e-02,
-6.8881549e-05,-5.00000e-02,
-6.8871552e-05,-5.00000e-02,
-6.8861555e-05,-5.00000e-02,
-6.8851557e-05,-5.00000e-02,
-6.8841560e-05,-5.00000e-02,
-6.8831563e-05,-5.00000e-02,
-6.8821566e-05,-5.00000e-02,
-6.8811569e-05,-5.00000e-02,
-6.8801572e-05,-5.00000e-02,
-6.8791574e-05,-5.00000e-02,
-6.8781577e-05,-5.00000e-02,
-6.8771580e-05,-5.00000e-02,
-6.8761583e-05,-5.00000e-02,
-6.8751586e-05,-5.00000e-02,
-6.8741589e-05,-5.00000e-02,
-6.8731591e-05,-5.00000e-02,
-6.8721594e-05,-5.00000e-02,
-6.8711597e-05,-5.00000e-02,
-6.8701600e-05,-5.00000e-02,
-6.8691603e-05,-5.00000e-02,
-6.8681606e-05,-5.00000e-02,
-6.8671608e-05,-5.00000e-02,
-6.8661611e-05,-5.00000e-02,
-6.8651614e-05,-5.00000e-02,
-6.8641617e-05,-5.00000e-02,
-6.8631620e-05,-5.00000e-02,
-6.8621623e-05,-5.00000e-02,
-6.8611625e-05,-5.00000e-02,
-6.8601628e-05,-5.00000e-02,
-6.8591631e-05,-5.00000e-02,
-6.8581634e-05,-5.00000e-02,
-6.8571637e-05,-5.00000e-02,
-6.8561640e-05,-5.00000e-02,
-6.8551642e-05,-5.00000e-02,
-6.8541645e-05,-5.00000e-02,
-6.8531648e-05,-5.00000e-02,
-6.8521651e-05,-5.00000e-02,
-6.8511654e-05,-5.00000e-02,
-6.8501657e-05,-5.00000e-02,
-6.8491659e-05,-5.00000e-02,
-6.8481662e-05,-5.00000e-02,
-6.8471665e-05,-5.00000e-02,
-6.8461668e-05,-5.00000e-02,
-6.8451671e-05,-5.00000e-02,
-6.8441674e-05,-5.00000e-02,
-6.8431676e-05,-5.00000e-02,
-6.8421679e-05,-5.00000e-02,
-6.8411682e-05,-5.00000e-02,
-6.8401685e-05,-5.00000e-02,
-6.8391688e-05,-5.00000e-02,
-6.8381691e-05,-5.00000e-02,
-6.8371693e-05,-5.00000e-02,
-6.8361696e-05,-5.00000e-02,
-6.8351699e-05,-5.00000e-02,
-6.8341702e-05,-5.00000e-02,
-6.8331705e-05,-5.00000e-02,
-6.8321708e-05,-5.00000e-02,
-6.8311710e-05,-5.00000e-02,
-6.8301713e-05,-5.00000e-02,
-6.8291716e-05,-5.00000e-02,
-6.8281719e-05,-5.00000e-02,
-6.8271722e-05,-5.00000e-02,
-6.8261725e-05,-5.00000e-02,
-6.8251727e-05,-5.00000e-02,
-6.8241730e-05,-5.00000e-02,
-6.8231733e-05,-5.00000e-02,
-6.8221736e-05,-5.00000e-02,
-6.8211739e-05,-5.00000e-02,
-6.8201742e-05,-5.00000e-02,
-6.8191745e-05,-5.00000e-02,
-6.8181747e-05,-5.00000e-02,
-6.8171750e-05,-5.00000e-02,
-6.8161753e-05,-5.00000e-02,
-6.8151756e-05,-5.00000e-02,
-6.8141759e-05,-5.00000e-02,
-6.8131762e-05,-5.00000e-02,
-6.8121764e-05,-5.00000e-02,
-6.8111767e-05,-5.00000e-02,
-6.8101770e-05,-5.00000e-02,
-6.8091773e-05,-5.00000e-02,
-6.8081776e-05,-5.00000e-02,
-6.8071779e-05,-5.00000e-02,
-6.8061781e-05,-5.00000e-02,
-6.8051784e-05,-5.00000e-02,
-6.8041787e-05,-5.00000e-02,
-6.8031790e-05,-5.00000e-02,
-6.8021793e-05,-5.00000e-02,
-6.8011796e-05,-5.00000e-02,
-6.8001798e-05,-5.00000e-02,
-6.7991801e-05,-5.00000e-02,
-6.7981804e-05,-5.00000e-02,
-6.7971807e-05,-5.00000e-02,
-6.7961810e-05,-5.00000e-02,
-6.7951813e-05,-5.00000e-02,
-6.7941815e-05,-5.00000e-02,
-6.7931818e-05,-5.00000e-02,
-6.7921821e-05,-5.00000e-02,
-6.7911824e-05,-5.00000e-02,
-6.7901827e-05,-5.00000e-02,
-6.7891830e-05,-5.00000e-02,
-6.7881832e-05,-5.00000e-02,
-6.7871835e-05,-5.00000e-02,
-6.7861838e-05,-5.00000e-02,
-6.7851841e-05,-5.00000e-02,
-6.7841844e-05,-5.00000e-02,
-6.7831847e-05,-5.00000e-02,
-6.7821849e-05,-5.00000e-02,
-6.7811852e-05,-5.00000e-02,
-6.7801855e-05,-5.00000e-02,
-6.7791858e-05,-5.00000e-02,
-6.7781861e-05,-5.00000e-02,
-6.7771864e-05,-5.00000e-02,
-6.7761866e-05,-5.00000e-02,
-6.7751869e-05,-5.00000e-02,
-6.7741872e-05,-5.00000e-02,
-6.7731875e-05,-5.00000e-02,
-6.7721878e-05,-5.00000e-02,
-6.7711881e-05,-5.00000e-02,
-6.7701883e-05,-5.00000e-02,
-6.7691886e-05,-5.00000e-02,
-6.7681889e-05,-5.00000e-02,
-6.7671892e-05,-5.00000e-02,
-6.7661895e-05,-5.00000e-02,
-6.7651898e-05,-5.00000e-02,
-6.7641900e-05,-5.00000e-02,
-6.7631903e-05,-5.00000e-02,
-6.7621906e-05,-5.00000e-02,
-6.7611909e-05,-5.00000e-02,
-6.7601912e-05,-5.00000e-02,
-6.7591915e-05,-5.00000e-02,
-6.7581917e-05,-5.00000e-02,
-6.7571920e-05,-5.00000e-02,
-6.7561923e-05,-5.00000e-02,
-6.7551926e-05,-5.00000e-02,
-6.7541929e-05,-5.00000e-02,
-6.7531932e-05,-5.00000e-02,
-6.7521934e-05,-5.00000e-02,
-6.7511937e-05,-5.00000e-02,
-6.7501940e-05,-5.00000e-02,
-6.7491943e-05,-5.00000e-02,
-6.7481946e-05,-5.00000e-02,
-6.7471949e-05,-5.00000e-02,
-6.7461951e-05,-5.00000e-02,
-6.7451954e-05,-5.00000e-02,
-6.7441957e-05,-5.00000e-02,
-6.7431960e-05,-5.00000e-02,
-6.7421963e-05,-5.00000e-02,
-6.7411966e-05,-5.00000e-02,
-6.7401968e-05,-5.00000e-02,
-6.7391971e-05,-5.00000e-02,
