Time,X(CH1),
Second,Volt,
-7.4119998e-05,4.64000e-01,
-7.4110001e-05,4.64000e-01,
-7.4100004e-05,4.64000e-01,
-7.4090007e-05,4.64000e-01,
-7.4080010e-05,4.64000e-01,
-7.4070012e-05,4.64000e-01,
-7.4060015e-05,4.64000e-01,
-7.4050018e-05,4.64000e-01,
-7.4040021e-05,4.64000e-01,
-7.4030024e-05,4.64000e-01,
-7.4020027e-05,4.64000e-01,
-7.4010029e-05,4.64000e-01,
-7.4000032e-05,4.64000e-01,
-7.3990035e-05,4.64000e-01,
-7.3980038e-05,4.64000e-01,
-7.3970041e-05,4.64000e-01,
-7.3960044e-05,4.64000e-01,
-7.3950046e-05,4.64000e-01,
-7.3940049e-05,4.64000e-01,
-7.3930052e-05,4.64000e-01,
-7.3920055e-05,4.64000e-01,
-7.3910058e-05,4.64000e-01,
-7.3900061e-05,4.64000e-01,
-7.3890064e-05,4.64000e-01,
-7.3880066e-05,4.64000e-01,
-7.3870069e-05,4.64000e-01,
-7.3860072e-05,4.64000e-01,
-7.3850075e-05,4.64000e-01,
-7.3840078e-05,4.64000e-01,
-7.3830081e-05,4.64000e-01,
-7.3820083e-05,4.64000e-01,
-7.3810086e-05,4.64000e-01,
-7.3800089e-05,4.64000e-01,
-7.3790092e-05,4.64000e-01,
-7.3780095e-05,4.64000e-01,
-7.3770098e-05,4.64000e-01,
-7.3760100e-05,4.64000e-01,
-7.3750103e-05,4.64000e-01,
-7.3740106e-05,4.64000e-01,
-7.3730109e-05,4.64000e-01,
-7.3720112e-05,4.64000e-01,
-7.3710115e-05,4.64000e-01,
-7.3700117e-05,4.64000e-01,
-7.3690120e-05,4.64000e-01,
-7.3680123e-05,4.64000e-01,
-7.3670126e-05,4.64000e-01,
-7.3660129e-05,4.64000e-01,
-7.3650132e-05,4.64000e-01,
-7.3640134e-05,4.64000e-01,
-7.3630137e-05,4.64000e-01,
-7.3620140e-05,4.64000e-01,
-7.3610143e-05,4.64000e-01,
-7.3600146e-05,4.64000e-01,
-7.3590149e-05,4.64000e-01,
-7.3580151e-05,4.64000e-01,
-7.3570154e-05,4.64000e-01,
-7.3560157e-05,4.64000e-01,
-7.3550160e-05,4.64000e-01,
-7.3540163e-05,4.64000e-01,
-7.3530166e-05,4.64000e-01,
-7.3520168e-05,4.64000e-01,
-7.3510171e-05,4.64000e-01,
-7.3500174e-05,4.64000e-01,
-7.3490177e-05,4.64000e-01,
-7.3480180e-05,4.64000e-01,
-7.3470183e-05,4.64000e-01,
-7.3460185e-05,4.64000e-01,
-7.3450188e-05,4.64000e-01,
-7.3440191e-05,4.64000e-01,
-7.3430194e-05,4.64000e-01,
-7.3420197e-05,4.64000e-01,
-7.3410200e-05,4.64000e-01,
-7.3400202e-05,4.64000e-01,
-7.3390205e-05,4.64000e-01,
-7.3380208e-05,4.64000e-01,
-7.3370211e-05,4.64000e-01,
-7.3360214e-05,4.64000e-01,
-7.3350217e-05,4.64000e-01,
-7.3340219e-05,4.64000e-01,
-7.3330222e-05,4.64000e-01,
-7.3320225e-05,4.64000e-01,
-7.3310228e-05,4.64000e-01,
-7.3300231e-05,4.64000e-01,
-7.3290234e-05,4.64000e-01,
-7.3280236e-05,4.64000e-01,
-7.3270239e-05,4.64000e-01,
-7.3260242e-05,4.64000e-01,
-7.3250245e-05,4.64000e-01,
-7.3240248e-05,4.64000e-01,
-7.3230251e-05,4.64000e-01,
-7.3220253e-05,4.64000e-01,
-7.3210256e-05,4.64000e-01,
-7.3200259e-05,4.64000e-01,
-7.3190262e-05,4.64000e-01,
-7.3180265e-05,4.64000e-01,
-7.3170268e-05,4.64000e-01,
-7.3160270e-05,4.64000e-01,
-7.3150273e-05,4.64000e-01,
-7.3140276e-05,4.64000e-01,
-7.3130279e-05,4.64000e-01,
-7.3120282e-05,4.64000e-01,
-7.3110285e-05,4.64000e-01,
-7.3100287e-05,4.64000e-01,
-7.3090290e-05,4.64000e-01,
-7.3080293e-05,4.64000e-01,
-7.3070296e-05,4.64000e-01,
-7.3060299e-05,4.64000e-01,
-7.3050302e-05,4.64000e-01,
-7.3040304e-05,4.64000e-01,
-7.3030307e-05,4.64000e-01,
-7.3020310e-05,4.64000e-01,
-7.3010313e-05,4.64000e-01,
-7.3000316e-05,4.64000e-01,
-7.2990319e-05,4.64000e-01,
-7.2980321e-05,4.64000e-01,
-7.2970324e-05,4.64000e-01,
-7.2960327e-05,4.64000e-01,
-7.2950330e-05,4.64000e-01,
-7.2940333e-05,4.64000e-01,
-7.2930336e-05,4.64000e-01,
-7.2920338e-05,4.64000e-01,
-7.2910341e-05,4.64000e-01,
-7.2900344e-05,4.64000e-01,
-7.2890347e-05,4.64000e-01,
-7.2880350e-05,4.64000e-01,
-7.2870353e-05,4.64000e-01,
-7.2860355e-05,4.64000e-01,
-7.2850358e-05,4.64000e-01,
-7.2840361e-05,4.64000e-01,
-7.2830364e-05,4.64000e-01,
-7.2820367e-05,4.64000e-01,
-7.2810370e-05,4.64000e-01,
-7.2800372e-05,4.64000e-01,
-7.2790375e-05,4.64000e-01,
-7.2780378e-05,4.64000e-01,
-7.2770381e-05,4.64000e-01,
-7.2760384e-05,4.64000e-01,
-7.2750387e-05,4.64000e-01,
-7.2740389e-05,4.64000e-01,
-7.2730392e-05,4.64000e-01,
-7.2720395e-05,4.64000e-01,
-7.2710398e-05,4.64000e-01,
-7.2700401e-05,4.64000e-01,
-7.2690404e-05,4.64000e-01,
-7.2680406e-05,4.64000e-01,
-7.2670409e-05,4.64000e-01,
-7.2660412e-05,4.64000e-01,
-7.2650415e-05,4.64000e-01,
-7.2640418e-05,4.64000e-01,
-7.2630421e-05,4.64000e-01,
-7.2620423e-05,4.64000e-01,
